MINssNH2	0.0
MINdNH	0.0
MINssNH	0.0
MINaaNH	0.0
MINtN	0.0
MINsssNH	0.0
MINdsN	0.0
MINaaN	0.0
MINsssN	0.0
MINddsN	0.0
MINaasN	0.0
MINssssN	0.0
MINsOH	0.0
MINdO	0.0
MINssO	0.0
MINaaO	0.0
MINsF	0.0
MINsSiH3	0.0
MINssSiH2	0.0
MINsssSiH	0.0
MINssssSi	0.0
MINsPH2	0.0
MINssPH	0.0
MINsssP	0.0
MINdsssP	0.0
MINsssssP	0.0
MINsSH	0.0
MINdS	0.0
MINssS	0.0
MINaaS	0.0
MINdssS	0.0
MINddssS	0.0
MINsCl	0.0
MINsGeH3	0.0
MINssGeH2	0.0
MINsssGeH	0.0
MINssssGe	0.0
MINsAsH2	0.0
MINssAsH	0.0
MINsssAs	0.0
MINsssdAs	0.0
MINsssssAs	0.0
MINsSeH	0.0
MINdSe	0.0
MINssSe	0.0
MINaaSe	0.0
MINdssSe	0.0
MINddssSe	0.0
MINsBr	0.0
MINsSnH3	0.0
MINssSnH2	0.0
MINsssSnH	0.0
MINssssSn	0.0
MINsI	0.0
MINsPbH3	0.0
MINssPbH2	0.0
MINsssPbH	0.0
MINssssPb	0.0
ECIndex	0.0
ETA_alpha	0.0
AETA_alpha	0.0
ETA_shape_p	0.0
ETA_shape_y	0.0
ETA_shape_x	0.0
ETA_beta	0.0
AETA_beta	0.0
ETA_beta_s	0.0
AETA_beta_s	0.0
ETA_beta_ns	0.0
AETA_beta_ns	0.0
ETA_beta_ns_d	0.0
AETA_beta_ns_d	0.0
ETA_eta	0.0
AETA_eta	0.0
ETA_eta_L	0.0
AETA_eta_L	0.0
ETA_eta_R	0.0
AETA_eta_R	0.0
ETA_eta_RL	0.0
AETA_eta_RL	0.0
ETA_eta_F	0.0
AETA_eta_F	0.0
ETA_eta_FL	0.0
AETA_eta_FL	0.0
ETA_eta_B	0.0
AETA_eta_B	0.0
ETA_eta_BR	0.0
AETA_eta_BR	0.0
ETA_dAlpha_A	0.0
ETA_dAlpha_B	0.0
ETA_epsilon_1	0.0
ETA_epsilon_2	0.0
ETA_epsilon_3	0.0
ETA_epsilon_4	0.0
ETA_epsilon_5	0.0
ETA_dEpsilon_A	0.0
ETA_dEpsilon_B	0.0
ETA_dEpsilon_C	0.0
ETA_dEpsilon_D	0.0
ETA_dBeta	0.0
